Palabra Original,Cambio,Ocurrencias
oceanotérmicas,{'caballerías'},1
Neurofarmacología,{'NS-DOS'},1
Zedillo,{'Dedillo'},1
grossi,{'gros si'},1
Bagdad,{'Amoniaco'},1
Paricutín,{'mexicano americana'},1
Putumayo,{'Diaspro'},1
Bildungsroman,{'extra matrimoniales'},1
abelianos,{'sabelianos'},1
Morfofonémica,{'campa'},1
Metaloenzimas,{'Especialización'},1
Tectónica,{'Electrónica'},1
Acolí,{'Acola'},1
Uxoricidio,{'neutros'},1
Viena,{'Siena'},1
Rida,{'Ida'},1
Arteaga,{'Agregarte'},1
Jiquilpan,{'Re utilización'},1
Urología,{'d Base'},1
Androginia,{'Ábaco'},2
chamanes,{'chamasen'},1
Hasidismo,{'Yagan'},1
Americanización,{'Americanizan'},1
optoelectrónicos,{'opto electrónicos'},1
Androcentrismo,{'Antropocentrismo'},1
Tantrismo,{'Tan trismo'},1
geofísicos,{'Hipo'},1
Relacionismo,{'Creacionismo'},1
Perfiladores,{'Perfil adores'},1
keynesiana,{'Micro biólogos'},1
ergativas,{'agregativas'},1
zapoteco,{'zapotero'},1
Enfiteusis,{'Élite'},1
Lagrange,{'iones'},1
Fedaiyines,{'emigrantes'},1
biomásica,{'Déficit'},1
Neuropsiquiatría,{'Isotopos'},1
iNDIOS,{'in Dios'},1
Chreia,{'Chisqueros'},1
Oligopolios,{'Oligopólicos'},1
afrocaribeños,{'brasileños'},1
Peculado,{'Reculado'},1
Yuracares,{'Huracanares'},1
Japonólogos,{'mexicano americanas'},1
Performativo,{'Formativo'},2
learning,{'Tema'},1
Aphidoidea,{'Fidos'},1
Fenomenalismo,{'Monometalismo'},1
Itzá,{'Chinché'},1
Etiología,{'Etología'},1
Autarquía,{'Tarquín'},1
Pame,{'Ame'},1
jesuítica,{'Socio biología'},1
Patagonia,{'Paría'},1
Desmitificación,{'Desmitifican'},1
Tok,{'Cok'},1
puertorriqueñas,{'amenorare'},2
Graffiti,{'Democratizan'},1
Paternalismo,{'Materialismo'},1
interétnico,{'Bluetooth'},1
Jitomates,{'Ji tomates'},1
Formalización,{'Informatización'},2
Beguinas,{'Beduinas'},1
Frankfurt,{'Bacteria'},1
Igbo,{'unidimensional'},1
Fonemática,{'Cinemática'},1
Magallanes,{'Maganeles'},1
ALGOL,{'ALGO'},1
Autoaceptación,{'Auto aceptación'},3
Alur,{'Albur'},1
Oxidos,{'Óxidos'},1
1a,{'a'},1
Melchor,{'Nezahualcoyótl'},1
Rydberg,{'Auditorias'},1
Neuroquímica,{'conducto'},1
Zaragoza,{'Zaragozana'},2
Indólogos,{'Wirikuta'},1
Atlántida,{'Atlántica'},1
Diaspora,{'Diaspro'},1
Etnofilosofía,{'Consecuencia'},1
Huasteco,{'Debele'},1
Huaynos,{'Tejo cote'},1
CAM,{'CAN'},1
hispanoestadounidense,{'hispano estadounidense'},3
internet,{'Internet'},5
Calorimetría,{'Altimetría'},1
Tehuacán,{'Xoxocotlán'},1
Solitones,{'Solicites'},1
isomonodrómica,{'Hipoclorhidrias'},1
Sumie,{'Rumie'},1
políglotas,{'CAN'},1
Tapachula,{'Tapa chula'},1
beliceños,{'belicosos'},1
Reestrenos,{'Reestreno'},1
Montreal,{'neo gótica'},1
mahayana,{'Harma'},1
dermatológicos,{'farmacológicos'},1
Chicoloapan,{'Nezahualcoyótl'},1
Demógrafos,{'Biografía'},1
Aimara,{'Rimara'},1
Postmodernismo,{'Posmodernidad'},3
Huehuetla,{'Eloxochitlán'},1
Cecilias,{'Celias'},1
Tarqui,{'Tarquia'},1
Sociolingüística,{'Socio lingüística'},1
Tiananmen,{'re alimentación'},1
Zapoteco,{'Zapotero'},1
tribus,{'tribu'},1
Tecámac,{'Nezahualcoyótl'},1
Loire,{'Loare'},1
Supersimetría,{'socorrer'},1
transgénicos,{'maza teca'},1
Waraos,{'Saraos'},1
Alquisiras,{'Alquilaras'},1
Coyoacán,{'Mitología'},1
Even,{'Ven'},1
carrancista,{'librancista'},2
Cocoa,{'Cocos'},1
Beat,{'Beta'},2
eurodólares,{'euro dólares'},1
Feminicidio,{'Superares'},1
Harvard,{'Havar'},1
Kúruj,{'Ali'},1
Bayot,{'Bayo'},1
Dalits,{'carismática'},2
Patafísica,{'Pata física'},1
Andrés,{'Par'},1
transculturales,{'esculturales'},1
Africanización,{'Africanizan'},1
TCP,{'TOP'},1
Blogs,{'Bacteria'},1
psicotrópicas,{'psicoterapias'},1
Quarks,{'Útero'},1
Citólogos,{'Mitólogos'},1
Travestismo,{'Travestimos'},1
penutias,{'petunias'},1
autodestructiva,{'auto destructiva'},1
antiinfecciosos,{'anti infecciosos'},1
Populismo,{'Orientalismo'},2
Ipanema,{'Emancipa'},3
Cycadaceae,{'Cambia'},1
judeo-españoles,{'jadeo-españoles'},1
Tainos,{'Zainos'},1
Huiliches,{'reacción'},1
Consecuencialismo,{'Consecuencia'},1
Totem,{'Carteles'},1
Junín,{'Auditoria'},2
Nonlinear,{'Non linear'},1
intergubernamentales,{'gubernamentales'},1
Window,{'LISO'},1
Paraguaná,{'Aguarapará'},1
Felipe,{'Agregarte'},3
intergrupales,{'Parnasiano'},1
paniscus,{'felones'},1
documentario,{'documentarlo'},1
Apercepción,{'Percepción'},1
Waterloo,{'Pi chincha'},1
Tepehua,{'Traviesa'},1
cantoneses,{'centonases'},1
Melanesia,{'Man'},1
Genómica,{'estilográficos'},2
Bonampak,{'Auto conciencia'},1
suahili,{'mexicano americanos'},1
SGML,{'Líticos'},1
Amatepec,{'Alquilaras'},1
Histéresis,{'Eucarística'},1
Finalismo,{'Nominalismo'},1
Psicopedagogía,{'anti monopolio'},1
Mexicoamericanos,{'Mesoamericanos'},1
Chamacocos,{'Chama cocos'},1
Autocuidado,{'Auto cuidado'},1
Botswana,{'Botsuana'},2
Escultorez,{'Escultores'},1
Cheroquis,{'Chisqueros'},1
Trobriand,{'Contratación'},1
Contrafácticos,{'Contractivos'},1
ISO,{'USO'},2
Safaris,{'Farisaico'},1
Psicoterapeuta,{'Psicoterapia'},1
tantrismo,{'tan trismo'},1
Yupa,{'Upa'},1
Bucareli,{'Repito'},1
Citología,{'Mitología'},3
Cuernavaca,{'Cuerna vaca'},1
Planificadoras,{'Planifica doras'},1
Supercomputadoras,{'Computadorizaras'},1
libaneses,{'liban eses'},1
Missing,{'faltan tes'},1
Ciática,{'Ciánica'},1
supercríticos,{'supersticiosos'},1
Epistemología,{'Anemia'},2
tepehuanos,{'pos-exilio'},1
Biometría,{'Alfaques'},2
Biodegradación,{'Tipógrafos'},1
Logoterapia,{'Metaloterapia'},1
Británicoamericanos,{'Británico americanos'},1
Huanímaro,{'Chispas'},1
Yihad,{'Orientalismo'},1
PHP,{'POP'},1
fotovoltaica,{'auto dirigidos'},2
Geoquímica,{'Teólogos'},5
Acelerómetros,{'Aceleró metros'},1
Apaches,{'Apechas'},1
sacroilíaco,{'Lumbo sacro'},1
Descolonización,{'Des colonización'},2
nutrimentales,{'sentimentales'},1
Alergenos,{'Galernos'},1
Manchuria,{'Churriana'},1
profúgos,{'Man'},1
Cuestionamiento,{'Cuestiona miento'},1
English,{'literatura'},1
Fototecas,{'Foto tecas'},1
Mahdismo,{'salmonera'},1
Ngangikurunggurr,{'Ngangikurunggurr'},1
Tlaltecuhtli,{'Molo'},2
Cíbola,{'norteamericanos'},1
Microfinanzas,{'Micro finanzas'},1
Sasánidas,{'Politicastro'},1
Bonpo,{'Bono'},1
pricing,{'Non linear'},1
Cortázar,{'Cortará'},1
Clonación,{'Coronación'},1
Kekchíes,{'Ali'},1
Montecarlo,{'Montarlo'},1
Bioética,{'Bibliotecaria'},1
intersanguíneo,{'Oros'},3
Tlaxiaca,{'Petulante'},1
árabeamericanas,{'árabe americanas'},1
Quattro,{'Límpidos'},1
Nanofotónica,{'Disuadir'},1
Tobelo,{'Tara humara'},2
Acteal,{'Actea'},1
Determinadores,{'De terminadores'},1
Autorrevelación,{'Autor revelación'},1
consultorías,{'consultoras'},1
Hibridación,{'Reculado'},4
chi,{'ch'},1
Topógrafos,{'Tipógrafos'},1
Dharma,{'Harma'},2
Radioisotopos,{'Radio isotopos'},1
Jutlandia,{'Pi chincha'},1
Biorretroalimentación,{'biotecnología'},1
Etnosciencia,{'Consciencia'},1
Judeo-español,{'Jadeo-español'},1
Carotenoides,{'Aracnoides'},1
Pseudociencia,{'Magreares'},1
Kerala,{'Erala'},1
Mesénquima,{'Parlas'},1
Diacríticos,{'Críticos'},1
Vizcaya,{'Porfirizo'},1
rights,{'Internacional'},1
Repatriación,{'Repatrian'},1
Chemehuevi,{'caballerías'},1
Quinceañera,{'Anti héroes'},1
interdisciplinaria,{'multidisciplinaria'},2
Taxonomistas,{'Autonomistas'},1
Zoólogos,{'Soga'},1
Autoconfianza,{'Auto confianza'},1
Individuación,{'Individual'},1
maderista,{'Anón'},1
Matabelelandia,{'Pata física'},1
Teneduría,{'Tejeduría'},1
XX,{'AX'},84
Darwinismo,{'Ábaco'},1
Roldán,{'Roldan'},1
Contracepción,{'Contravención'},2
Cárteles,{'Carteles'},1
Etnopsicología,{'Etología'},1
zapotecas,{'zapo tecas'},2
Sinaloa,{'Ignaciano'},4
Kikapús,{'Kikapús'},1
manteriales,{'materiales'},1
Autocinemas,{'Auto cinemas'},2
Isostasia,{'Anastasia'},1
Iranís,{'Ir anís'},1
Cosío,{'Cosido'},1
Mixtec,{'Chitas'},1
historians,{'historian'},1
Kohoutek,{'Kohoutek'},1
teenagers,{'Overweight'},1
Eyaculación,{'LIGO'},1
Antropólogas,{'Antropófagas'},1
multiusuario,{'programa'},1
Womanism,{'Tele videntes'},1
BRIC,{'BRICE'},1
Fukushima,{'Fukushima'},1
Archivística,{'Roché'},2
Elota,{'Alota'},1
Ayyubíes,{'Zoo geografía'},1
Boulbon,{'Corazones'},1
Mazatecos,{'Mazacotes'},1
Haikai,{'Rabeas'},1
Utero,{'Útero'},1
Men,{'En'},1
Bibliófilos,{'Sala manca'},1
Currícula,{'Currículo'},1
interbancario,{'interiorizar'},1
volumétrico,{'Amarás'},1
Candoshi,{'Tejo cote'},1
etiope,{'África'},1
acídicas,{'acidificas'},1
Srivijaya,{'Rwanda'},1
Chichimeco-jonaz,{'Chichimeco-jijona'},1
Lévy,{'Cripta-cristianos'},1
Sinaí,{'Brazaletes'},1
Inalámbrica,{'De forestación'},1
Implementos,{'Implemento'},1
Boyacá,{'Pi chincha'},1
Fotoperiodismo,{'Foto periodismo'},1
Tomistas,{'Gomistas'},1
isométrica,{'termométrica'},1
women,{'comen'},1
Gortari,{'Gorrista'},1
Shingnon,{'Rwanda'},1
mixe,{'mire'},1
Yuma,{'Suma'},2
Instrumentalismo,{'Instrumentalmente'},1
Ojibwa,{'caballerías'},1
Horología,{'Homología'},1
Euclides,{'Elucides'},1
Superyo,{'Superyó'},1
Anáfora,{'Aforan'},1
